doi,start_url,final_url,final_domain,http_status,redirect_count,abstract_found,abstract,extract_method,status,error
10.1017/cbo9780511619748.013,https://doi.org/10.1017/cbo9780511619748.013,https://www.cambridge.org/core/books/abs/resource-allocation-for-wireless-networks/resource-allocation-for-cooperative-networks/C909D06C953176EEE50BFE9A0EF54BE7,www.cambridge.org,200.0,3.0,True,"Introduction Recently, cooperative communications have gained attention as an emerging transmit strategy for future wireless networks. Cooperative communications efficiently take advantage of the broadcasting nature of wireless networks. The basic idea is that users or nodes in a wireless network share their information and transmit cooperatively as a virtual antenna array, thus providing diversity that can significantly improve system performance. In cooperative transmission, relays are assigned to help a sender in forwarding its information to its receiver. Thus the receiver gets several copies of the same information via independent channels. The pioneer work on cooperative transmission can be found, e.g., in [53], where a general information theoretical framework about relaying channels is established. In [272, 273], a CDMA-based two-user cooperative modulation scheme has been proposed. The main idea is to allow each user to retransmit estimates of their partner's received information such that each user's information is transmitted to the receiver at the highest possible rate. This work is extended in [175], where the outage and the ergodic capacity behavior of various cooperative protocols, e.g., decode-and-forward (DF) and amplify-and-forward (AF) cooperative protocols, are analyzed for a three-user case under quasi-static fading channels. In [298], the authors provided SER performance analysis and optimum power allocation for DF cooperative systems in a narrowband Rayleigh fading environment. The work in [138] analyzes the schemes based on the same channel without fading, but with more complicated transmitter cooperative schemes involving dirty paper coding. In [199], a cooperative broadcast strategy was proposed with an objective of maximizing the network lifetime.",selector:div.abstract,abstract_found,
10.4135/9781483306902.n155,https://doi.org/10.4135/9781483306902.n155,https://sk.sagepub.com/ency/edvol/encyclopedia-of-deception/chpt/games-childrens#_,sk.sagepub.com,200.0,8.0,True,"<p>The <span class=""hi-bold"">Encyclopedia of Deception</span> examines lying from multiple perspectives drawn from the disciplines of social psychology, sociolo",meta:name=description,abstract_found,
10.26615/978-954-452-098-4-007,https://doi.org/10.26615/978-954-452-098-4-007,https://acl-bg.org/proceedings/2025/RANLP%202025/pdf/2025.ranlp-1.7.pdf,acl-bg.org,200.0,1.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.325.32,https://doi.org/10.4204/eptcs.325.32,https://arxiv.org/abs/2010.05694v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2010.05694v1: Logical Judges Challenge Human Judges on the Strange Case of B.C.-Valjean,meta:name=description,abstract_found,
10.3233/fi-2019-1808,https://doi.org/10.3233/fi-2019-1808,https://journals.sagepub.com/doi/full/10.3233/FI-2019-1808,journals.sagepub.com,403.0,1.0,False,,,http_error,
10.4204/eptcs.364.39,https://doi.org/10.4204/eptcs.364.39,https://arxiv.org/abs/2208.03100v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2208.03100v1: Decomposition Strategies for Solving Scheduling Problems in Industrial Applications,meta:name=description,abstract_found,
10.1017/s1471068424000322,https://doi.org/10.1017/s1471068424000322,https://www.cambridge.org/core/journals/theory-and-practice-of-logic-programming/article/neurosymbolic-framework-for-bias-correction-in-convolutional-neural-networks/C0E31D22491029D95EBED338A3073518,www.cambridge.org,200.0,2.0,True,A Neurosymbolic Framework for Bias Correction in Convolutional Neural Networks - Volume 24 Issue 4,meta:name=description,abstract_found,
10.4204/eptcs.345.24,https://doi.org/10.4204/eptcs.345.24,https://arxiv.org/abs/2109.08288v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2109.08288v1: DMAPF: A Decentralized and Distributed Solver for Multi-Agent Path Finding Problem with Obstacles,meta:name=description,abstract_found,
10.4204/eptcs.416.20,https://doi.org/10.4204/eptcs.416.20,https://arxiv.org/abs/2502.09223v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09223v1: A Prolog Program for Bottom-up Evaluation,meta:name=description,abstract_found,
10.7551/mitpress/4316.003.0016,https://doi.org/10.7551/mitpress/4316.003.0016,https://direct.mit.edu/books/book/3894/chapter/163519/computing-stable-models-by-program-transformation,direct.mit.edu,403.0,1.0,False,,,http_error,
10.4204/eptcs.439.4,https://doi.org/10.4204/eptcs.439.4,https://arxiv.org/abs/2506.17776v3,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2506.17776v3: Machine Learning Model Integration with Open World Temporal Logic for Process Automation,meta:name=description,abstract_found,
10.1302/3114-230258,https://doi.org/10.1302/3114-230258,https://orthomedia.org.uk/Media/F42F8C18-2F87-484E-8CCC-8ACD8163C2F4,orthomedia.org.uk,200.0,1.0,True,"In this presentation, Ashish Upadhyay discusses a prevalent issue in healthcare: back pain, particularly focusing on sacroiliac (SI) joint problems. He reflects on the challenges patients face, especially those…",meta:name=description,abstract_found,
10.4018/ijossp.2019040104,https://doi.org/10.4018/ijossp.2019040104,https://services.igi-global.com/resolvedoi/resolve.aspx?doi=10.4018/IJOSSP.2019040104,services.igi-global.com,429.0,1.0,False,,,http_error,
10.4204/eptcs.416.3,https://doi.org/10.4204/eptcs.416.3,https://arxiv.org/abs/2405.12433v3,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2405.12433v3: LLM+Reasoning+Planning for Supporting Incomplete User Queries in Presence of APIs,meta:name=description,abstract_found,
10.21236/ad1230960,https://doi.org/10.21236/ad1230960,https://apps.dtic.mil/sti/html/trecms/AD1230960/index.html,apps.dtic.mil,200.0,1.0,True,"Robotic agents have been developed to perform a number of tasks under human command and sometimes independently as well. Human-agent teams can extend the capabilities of both humans and robots. Multi-Agent Reinforcement Learning (MARL) is a natural approach for such teams. The interaction within a team composed of human and robot agents considered so far ignores the role of physical context in MARL. Here, we present a distributed online MARL in such a scenario incorporating wireless communication and physical movement supplemented with intra-team communication. We present the system, its mathematical analysis, and some initial experimental results herein",meta:name=citation_abstract,abstract_found,
10.4204/eptcs.306.8,https://doi.org/10.4204/eptcs.306.8,https://arxiv.org/abs/1909.08230v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 1909.08230v1: Prolog Coding Guidelines: Status and Tool Support,meta:name=description,abstract_found,
10.4204/eptcs.439.6,https://doi.org/10.4204/eptcs.439.6,https://arxiv.org/abs/2508.12611v3,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2508.12611v3: An LLM + ASP Workflow for Joint Entity-Relation Extraction,meta:name=description,abstract_found,
10.4204/eptcs.345.41,https://doi.org/10.4204/eptcs.345.41,https://arxiv.org/abs/2109.08301v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2109.08301v1: Comprehensive Multi-Agent Epistemic Planning,meta:name=description,abstract_found,
10.1007/978-3-319-21810-6_6,https://doi.org/10.1007/978-3-319-21810-6_6,https://link.springer.com/chapter/10.1007/978-3-319-21810-6_6,link.springer.com,200.0,2.0,True,"In CSP-solver competitions [vDLR09, vDLR08] in the last few years one SAT-based constraint solver, called Sugar [TTKB09], was exceptionally efficient and even won in a few categories. Surprisingly, it outperformed standard constraint solvers on many...",meta:name=description,abstract_found,
10.5220/0006710305850595,https://doi.org/10.5220/0006710305850595,https://www.scitepress.org/Link.aspx?doi=10.5220/0006710305850595,www.scitepress.org,200.0,3.0,False,,,redirect_ok_abstract_not_found,
10.12968/prtu.2012.1.4.38,https://doi.org/10.12968/prtu.2012.1.4.38,https://www.magonlinelibrary.com/doi/10.12968/prtu.2012.1.4.38,www.magonlinelibrary.com,403.0,2.0,False,,,http_error,
10.23638/lmcs-17(1:4)2021,https://doi.org/10.23638/lmcs-17(1:4)2021,https://lmcs.episciences.org/7122,lmcs.episciences.org,200.0,3.0,True,"LPMLN is a powerful knowledge representation and reasoning tool that combines the non-monotonic reasoning ability of Answer Set Programming (ASP) and the probabilistic reasoning ability of Markov Logic Networks (MLN). In this paper, we study the strong equivalence for LPMLN programs, which is an important tool for program rewriting and theoretical investigations in the field of logic programming. First of all, we present the notion of p-strong equivalence for LPMLN and present a model-theoretical characterization for the notion. And we investigate the relationships among the p-strong equivalence and other existing notions of strong equivalences for LPMLN. Then, we investigate several properties of the p-strong equivalence from the following four aspects. Firstly, we investigate two relaxed notions of the p-strong equivalence according to practical scenarios of program rewriting, and present corresponding characterizations for the notions. Secondly, we analyze the computational complexities of deciding strong equivalences for LPMLN programs. Thirdly, we investigate the relationships among the strong equivalences of LPMLN and two extensions of ASP: ASP with weak constraints and ordered disjunctions. Finally, we investigate LPMLN program simplification via the p-strong equivalence and present some syntactic conditions that decide the p-strong equivalence between a single LPMLN rule and the empty program. The contributions of the paper are as follows. Firstly, all of the results presented in this paper provide a better understanding of LPMLN programming, which helps us further explore the properties of LPMLN. Secondly, the relationships among the strong equivalences open a way to study the strong equivalences for some logic formalisms by translating into LPMLN. Thirdly, the program simplification can be used to enhance the implementations of the LPMLN solvers ...",meta:name=description,abstract_found,
10.4204/eptcs.385.39,https://doi.org/10.4204/eptcs.385.39,https://arxiv.org/abs/2308.15870v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15870v1: Deontic Paradoxes in ASP with Weak Constraints,meta:name=description,abstract_found,
10.1098/rsos.230785/v1/review1,https://doi.org/10.1098/rsos.230785/v1/review1,https://www.webofscience.com/wos/woscc/full-record/10.1098%2FRSOS.230785?type=doi&SID=USW2EC0A4EyHSWyoPBBULIex0NrWj,www.webofscience.com,200.0,7.0,False,,,redirect_ok_abstract_not_found,
10.1515/9783110850451.5,https://doi.org/10.1515/9783110850451.5,https://www.degruyterbrill.com:443/document/doi/10.1515/9783110850451.5/html,www.degruyterbrill.com:443,404.0,2.0,False,,,http_error,
10.17398/2605-5686.37.1.1,https://doi.org/10.17398/2605-5686.37.1.1,,,,,False,,,request_error,"HTTPConnectionPool(host='localhost', port=8888): Max retries exceeded with url: /ojs-migraciones/ojs-destino-3.4.0.8/index.php/EM/article/view/708 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7e4e7570d1f0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
10.1075/aic.20.c10,https://doi.org/10.1075/aic.20.c10,https://chooser.crossref.org/?doi=10.1075%2Faic.20.c10,chooser.crossref.org,200.0,3.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.306.6,https://doi.org/10.4204/eptcs.306.6,https://arxiv.org/html/1909.07646#EPTCS306.6,arxiv.org,200.0,2.0,False,,,redirect_ok_abstract_not_found,
10.1007/978-3-642-48417-9_8,https://doi.org/10.1007/978-3-642-48417-9_8,https://link.springer.com/chapter/10.1007/978-3-642-48417-9_8,link.springer.com,200.0,2.0,True,Civil aviation air traffic undergoes many random disturbances. Air traffic controllers watch the real traffic and ensure that it is free from collision hazards in the whole airspace — the ATC sector — under their control. The ATFM service takes care that...,meta:name=description,abstract_found,
10.1002/9781394302406.ch02,https://doi.org/10.1002/9781394302406.ch02,https://onlinelibrary.wiley.com/doi/10.1002/9781394302406.ch02,onlinelibrary.wiley.com,403.0,1.0,False,,,http_error,
10.4204/eptcs.364.7,https://doi.org/10.4204/eptcs.364.7,https://arxiv.org/abs/2208.03092v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2208.03092v1: An Iterative Fixpoint Semantics for MKNF Hybrid Knowledge Bases with Function Symbols,meta:name=description,abstract_found,
10.1201/9781003427421-9,https://doi.org/10.1201/9781003427421-9,https://www.taylorfrancis.com/chapters/mono/10.1201/9781003427421-9/lifted-inference-fabrizio-riguzzi,www.taylorfrancis.com,200.0,2.0,True,"Reasoning with real-world models is often very expensive due to their complexity. Lifted inference was initially proposed by Poole. Since then, many techniques",meta:name=description,abstract_found,
10.4204/eptcs.345.25,https://doi.org/10.4204/eptcs.345.25,https://arxiv.org/abs/2109.08289v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2109.08289v1: Refining the Semantics of Epistemic Specifications,meta:name=description,abstract_found,
10.1093/obo/9780195396577-0393,https://doi.org/10.1093/obo/9780195396577-0393,https://oxfordbibliographies.com/display/document/obo-9780195396577/obo-9780195396577-0393.xml,oxfordbibliographies.com,202.0,1.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.345.27,https://doi.org/10.4204/eptcs.345.27,https://arxiv.org/abs/2109.08291v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2109.08291v1: Natlog: a Lightweight Logic Programming Language with a Neuro-symbolic Touch,meta:name=description,abstract_found,
10.4204/eptcs.416.9,https://doi.org/10.4204/eptcs.416.9,https://arxiv.org/abs/2502.09216v1,arxiv.org,200.0,2.0,True,"Abstract page for arXiv paper 2502.09216v1: Mind the Gaps: Logical English, Prolog, and Multi-agent Systems for Autonomous Vehicles",meta:name=description,abstract_found,
10.1016/j.jfma.2025.09.032,https://doi.org/10.1016/j.jfma.2025.09.032,https://linkinghub.elsevier.com/retrieve/pii/S0929664625005169,linkinghub.elsevier.com,200.0,1.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.345.26,https://doi.org/10.4204/eptcs.345.26,https://arxiv.org/abs/2109.08290v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2109.08290v1: Generating Explainable Rule Sets from Tree-Ensemble Learning Methods by Answer Set Programming,meta:name=description,abstract_found,
10.1007/978-94-007-0008-6_3,https://doi.org/10.1007/978-94-007-0008-6_3,https://link.springer.com/chapter/10.1007/978-94-007-0008-6_3,link.springer.com,200.0,2.0,True,"Degrees of support and possibility are the central formal concepts in the theory of probabilistic argumentation Probabilistic argumentation (Haenni, 2005a, 2009; Haenni et al., 2000; Kohlas, 2003). This theory is...",meta:name=description,abstract_found,
10.1016/b978-0-934613-04-0.50007-7,https://doi.org/10.1016/b978-0-934613-04-0.50007-7,https://linkinghub.elsevier.com/retrieve/pii/B9780934613040500077,linkinghub.elsevier.com,200.0,1.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.439.20,https://doi.org/10.4204/eptcs.439.20,https://arxiv.org/abs/2504.04962v4,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2504.04962v4: A Refined Operational Semantics for FreeCHR,meta:name=description,abstract_found,
10.4204/eptcs.385.38,https://doi.org/10.4204/eptcs.385.38,https://arxiv.org/abs/2308.15898v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15898v1: An xAI Approach for Data-to-Text Processing with ASP,meta:name=description,abstract_found,
10.1007/11562931_50,https://doi.org/10.1007/11562931_50,https://link.springer.com/chapter/10.1007/11562931_50,link.springer.com,200.0,2.0,True,"The Concurrent Constraint (CC) [8] languages allow to model a large number of constraint programming systems, form Prolog coroutinings to constraints propagation mechanisms such these implemented in the Finite Domain (FD) solver of GNU-Prolog [2]. These languages are...",meta:name=description,abstract_found,
10.4204/eptcs.385.3,https://doi.org/10.4204/eptcs.385.3,https://arxiv.org/abs/2308.15878v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15878v1: Benchmarking for Integrating Logic Rules with Everything Else,meta:name=description,abstract_found,
10.1109/icra57147.2024.10610800,https://doi.org/10.1109/icra57147.2024.10610800,https://ieeexplore.ieee.org/document/10610800/,ieeexplore.ieee.org,200.0,1.0,True,"In this paper, we propose a robot oriented knowledge representation system based on the use of the Prolog language. Our framework hinges on a special organisation of Knowledge Base (KB) that enables: 1) its efficient population from natural language texts using semi-automated procedures based on Large Language Models (LLMs); 2) the seamless generation of temporal parallel plans for multi-robot systems through a sequence of transformations; 3) the automated translation of the plan into an executable formalism. The framework is supported by a set of open source tools and its functionality is shown with a realistic application.",meta:property=og:description,abstract_found,
10.4204/eptcs.364.2,https://doi.org/10.4204/eptcs.364.2,https://arxiv.org/abs/2208.03090v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2208.03090v1: A Preliminary Data-driven Analysis of Common Errors Encountered by Novice SPARC Programmers,meta:name=description,abstract_found,
10.1007/978-981-16-3607-3_1,https://doi.org/10.1007/978-981-16-3607-3_1,https://link.springer.com/chapter/10.1007/978-981-16-3607-3_1,link.springer.com,200.0,2.0,True,"Big data now is a common term. However, the evolution of big data comes from twofold. The creation of the computer in the 1940s gradually provides tools for human beings to collect massive data, while the term “big data” becomes a popular slogan to...",meta:name=description,abstract_found,
10.4204/eptcs.385.11,https://doi.org/10.4204/eptcs.385.11,https://arxiv.org/abs/2308.15862v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15862v1: Bottom-Up Stratified Probabilistic Logic Programming with Fusemate,meta:name=description,abstract_found,
10.51202/9783186474209-21,https://doi.org/10.51202/9783186474209-21,https://www.inlibra.com/de/document/view/detail/uuid/5b842ba7-249c-3f21-835e-3dc520c52e83,www.inlibra.com,200.0,4.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.439.26,https://doi.org/10.4204/eptcs.439.26,https://arxiv.org/abs/2410.03560v2,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2410.03560v2: FÆRDXEL: An Expert System for Danish Traffic Law,meta:name=description,abstract_found,
10.4204/eptcs.439.8,https://doi.org/10.4204/eptcs.439.8,https://arxiv.org/abs/2601.03839v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2601.03839v1: Logic Tensor Network-Enhanced Generative Adversarial Network,meta:name=description,abstract_found,
10.1017/s1471068420000496,https://doi.org/10.1017/s1471068420000496,https://www.cambridge.org/core/journals/theory-and-practice-of-logic-programming/article/abs/incremental-and-modular-contextsensitive-analysis/E4123610FEF4488AE3F983162746CA89,www.cambridge.org,200.0,3.0,True,"Context-sensitive global analysis of large code bases can be expensive, which can make its use impractical during software development. However, there are many situations in which modifications are small and isolated within a few components, and it is desirable to reuse as much as possible previous analysis results. This has been achieved to date through incremental global analysis fixpoint algorithms that achieve cost reductions at fine levels of granularity, such as changes in program lines. However, these fine-grained techniques are neither directly applicable to modular programs nor are they designed to take advantage of modular structures. This paper describes, implements, and evaluates an algorithm that performs efficient context-sensitive analysis incrementally on modular partitions of programs. The experimental results show that the proposed modular algorithm shows significant improvements, in both time and memory consumption, when compared to existing non-modular, fine-grain incremental analysis techniques. Furthermore, thanks to the proposed intermodular propagation of analysis information, our algorithm also outperforms traditional modular analysis even when analyzing from scratch.",meta:name=citation_abstract,abstract_found,
10.4204/eptcs.439.31,https://doi.org/10.4204/eptcs.439.31,https://arxiv.org/abs/2601.03848v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2601.03848v1: Implementing the First-Order Logic of Here and There,meta:name=description,abstract_found,
10.31219/osf.io/bgtk6,https://doi.org/10.31219/osf.io/bgtk6,https://osf.io/bgtk6_v1,osf.io,200.0,1.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.385.22,https://doi.org/10.4204/eptcs.385.22,https://arxiv.org/abs/2202.00898v4,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2202.00898v4: Quantification and Aggregation over Concepts of the Ontology,meta:name=description,abstract_found,
10.1007/s11370-010-0063-6,https://doi.org/10.1007/s11370-010-0063-6,https://link.springer.com/article/10.1007/s11370-010-0063-6,link.springer.com,200.0,2.0,True,"Robot knowledge is considered to endow service robots with intelligence. In the real environments, robot knowledge needs to represent dynamically changing",meta:name=description,abstract_found,
10.1609/aaai.v40i48.42148,https://doi.org/10.1609/aaai.v40i48.42148,https://ojs.aaai.org/index.php/AAAI/article/view/42148,ojs.aaai.org,200.0,1.0,True,"Abstract The PhD studies of the author focus on a human-centered and computationally-challenging interdisciplinary problem of the Stable Roommates problem and its variations. Motivated by real-world applications, and by the fact that the Stable Roommates problem does not always admit a stable solution, the goal is to develop novel computational methods to solve these problems, that are not only computationally efficient but also yield solutions that are fair, personalized, and applicable in real-world to benefit humans.",selector:section.abstract,abstract_found,
10.4204/eptcs.345.14,https://doi.org/10.4204/eptcs.345.14,https://arxiv.org/abs/2109.08285v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2109.08285v1: Fixpoint Semantics for Recursive SHACL,meta:name=description,abstract_found,
10.4204/eptcs.439.18,https://doi.org/10.4204/eptcs.439.18,https://arxiv.org/abs/2601.03836v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2601.03836v1: Logic Programming with Extensible Types,meta:name=description,abstract_found,
10.4204/eptcs.416.16,https://doi.org/10.4204/eptcs.416.16,https://arxiv.org/abs/2502.09220v1,arxiv.org,200.0,2.0,True,"Abstract page for arXiv paper 2502.09220v1: Graphical Conditions for the Existence, Unicity and Number of Regular Models",meta:name=description,abstract_found,
10.24963/kr.2020/8,https://doi.org/10.24963/kr.2020/8,https://proceedings.kr.org/2020/8/,proceedings.kr.org,200.0,2.0,True,The paper proposes a framework for capturing how an agentâs beliefs evolve over time in response to observations and for answering the question of whether statements made by a third party can be ...,meta:name=description,abstract_found,
10.3403/01582237,https://doi.org/10.3403/01582237,https://knowledge.bsigroup.com:443/products/industrial-automation-systems-and-integration-parts-library-logical-resource-logical-model-of-expressions,knowledge.bsigroup.com:443,200.0,3.0,True,BS ISO 13584-20:1998: The Standard for Industrial automation systems and integration. Parts library - Logical resource: Logical model of expressions,meta:name=description,abstract_found,
10.4204/eptcs.439.21,https://doi.org/10.4204/eptcs.439.21,https://arxiv.org/abs/2601.03842v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2601.03842v1: On the Trap Space Semantics of Normal Logic Programs,meta:name=description,abstract_found,
10.4204/eptcs.345.45,https://doi.org/10.4204/eptcs.345.45,https://arxiv.org/abs/2109.08303v1,arxiv.org,200.0,2.0,True,"Answer Set Programming (ASP) is a well-known problem-solving formalism in computational logic. Nowadays, ASP is used in many real world scenarios thanks to ASP solvers. Standard evaluation of ASP...",meta:name=twitter:description,abstract_found,
10.1093/oso/9780198538202.003.0010,https://doi.org/10.1093/oso/9780198538202.003.0010,https://academic.oup.com/book/53313/chapter/422030687,academic.oup.com,403.0,1.0,False,,,http_error,
10.4204/eptcs.439.36,https://doi.org/10.4204/eptcs.439.36,https://arxiv.org/abs/2507.11731v2,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2507.11731v2: Picat Through the Lens of Advent of Code,meta:name=description,abstract_found,
10.1016/b978-0-12-801416-5.09988-5,https://doi.org/10.1016/b978-0-12-801416-5.09988-5,https://linkinghub.elsevier.com/retrieve/pii/B9780128014165099885,linkinghub.elsevier.com,200.0,1.0,False,,,redirect_ok_abstract_not_found,
10.1145/2989225.2989230,https://doi.org/10.1145/2989225.2989230,https://dl.acm.org/doi/10.1145/2989225.2989230,dl.acm.org,403.0,1.0,False,,,http_error,
10.22329/il.v35i4.4335,https://doi.org/10.22329/il.v35i4.4335,https://ojs.uwindsor.ca/index.php/informal_logic/article/view/4335,ojs.uwindsor.ca,200.0,3.0,True,"Abstract This paper presents a formalization of informal logic using the Carneades Argumentation System (CAS), a formal, computational model of argument that consists of a formal model of argument graphs and audiences. Conflicts between pro and con arguments are resolved using proof standards, such as preponderance of the evidence. CAS also formalizes argumentation schemes. Schemes can be used to check whether a given argument instantiates the types of argument deemed normatively appropriate for the type of dialogue.",selector:section.abstract,abstract_found,
10.4204/eptcs.416.14,https://doi.org/10.4204/eptcs.416.14,https://arxiv.org/abs/2502.09205v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09205v1: Counterfactual Explanations as Plans,meta:name=description,abstract_found,
10.1007/s00778-021-00665-6,https://doi.org/10.1007/s00778-021-00665-6,https://link.springer.com/article/10.1007/s00778-021-00665-6,link.springer.com,200.0,2.0,True,"With an escalating arms race to adopt machine learning (ML) in diverse application domains, there is an urgent need to support declarative machine learning",meta:name=description,abstract_found,
10.4204/eptcs.364.38,https://doi.org/10.4204/eptcs.364.38,https://arxiv.org/abs/2208.03099v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2208.03099v1: Planning and Scheduling in Digital Health with Answer Set Programming,meta:name=description,abstract_found,
10.4204/eptcs.385.13,https://doi.org/10.4204/eptcs.385.13,https://arxiv.org/abs/2308.15889v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15889v1: Sorting Strategies for Interactive Conflict Resolution in ASP,meta:name=description,abstract_found,
10.4204/eptcs.306.19,https://doi.org/10.4204/eptcs.306.19,https://arxiv.org/abs/1909.08239v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 1909.08239v1: RestKB: A Library of Commonsense Knowledge about Dining at a Restaurant,meta:name=description,abstract_found,
10.1007/s10489-008-0142-y,https://doi.org/10.1007/s10489-008-0142-y,https://link.springer.com/article/10.1007/s10489-008-0142-y,link.springer.com,200.0,2.0,True,Artificial neural networks can be trained to perform excellently in many application areas. Whilst they can learn from raw data to solve sophisticated reco,meta:name=description,abstract_found,
10.4204/eptcs.439.11,https://doi.org/10.4204/eptcs.439.11,https://arxiv.org/abs/2305.16203v4,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2305.16203v4: Computing Universal Plans for Partially Observable Multi-Agent Routing Using Answer Set Programming,meta:name=description,abstract_found,
10.4204/eptcs.439.10,https://doi.org/10.4204/eptcs.439.10,https://arxiv.org/abs/2601.04271v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2601.04271v1: Correcting Autonomous Driving Object Detection Misclassifications with Automated Commonsense Reasoning,meta:name=description,abstract_found,
10.1609/aaai.v34i03.5672,https://doi.org/10.1609/aaai.v34i03.5672,https://ojs.aaai.org/index.php/AAAI/article/view/5672,ojs.aaai.org,200.0,1.0,True,"Abstract Epistemic logic programs (ELPs) are a popular generalization of standard Answer Set Programming (ASP) providing means for reasoning over answer sets within the language. This richer formalism comes at the price of higher computational complexity reaching up to the fourth level of the polynomial hierarchy. However, in contrast to standard ASP, dedicated investigations towards tractability have not been undertaken yet. In this paper, we give first results in this direction and show that central ELP problems can be solved in linear time for ELPs exhibiting structural properties in terms of bounded treewidth. We also provide a full dynamic programming algorithm that adheres to these bounds. Finally, we show that applying treewidth to a novel dependency structure—given in terms of epistemic literals—allows to bound the number of ASP solver calls in typical ELP solving procedures.",selector:section.abstract,abstract_found,
10.4204/eptcs.345.28,https://doi.org/10.4204/eptcs.345.28,https://arxiv.org/abs/2109.08292v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2109.08292v1: exp(ASPc) : Explaining ASP Programs with Choice Atoms and Constraint Rules,meta:name=description,abstract_found,
10.4324/9780429331169-6,https://doi.org/10.4324/9780429331169-6,https://www.taylorfrancis.com/chapters/edit/10.4324/9780429331169-6/unity-moral-attitudes-recipe-semantics-credal-exaptation-derek-shiller,www.taylorfrancis.com,200.0,2.0,True,"This paper offers a noncognitivist characterization of moral attitudes, according to which moral attitudes count as such because of their inclusion of moral",meta:name=description,abstract_found,
10.1007/bfb0030657,https://doi.org/10.1007/bfb0030657,https://link.springer.com/chapter/10.1007/BFb0030657,link.springer.com,200.0,2.0,True,"We contend that the well-founded semantics (WFS), for normal program, and similarly the well-founded semantics with explicit negation (WFSX), for extended ones are, by design, overly careful in deciding about the falsity of some atoms, by leaving them undefined....",meta:name=description,abstract_found,
10.4204/eptcs.306.17,https://doi.org/10.4204/eptcs.306.17,https://arxiv.org/abs/1909.08236v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 1909.08236v1: A Tractable Logic for Molecular Biology,meta:name=description,abstract_found,
10.7551/mitpress/4304.003.0016,https://doi.org/10.7551/mitpress/4304.003.0016,https://direct.mit.edu/books/book/4501/chapter/192516,direct.mit.edu,403.0,1.0,False,,,http_error,
10.1007/978-981-97-0491-0_5,https://doi.org/10.1007/978-981-97-0491-0_5,https://link.springer.com/chapter/10.1007/978-981-97-0491-0_5,link.springer.com,200.0,2.0,True,"Many computational techniques have been established to perform approximate reasoning, including the popular compositional rule of inference (CRI) [15], approximate analogical reasoning schema (AARS) [11, 12], and Takagi-Sugeno (TS) interpretation [10]. In particular,...",meta:name=description,abstract_found,
